OTU;taxo_1;taxo_2;taxo_3;genus;specie;taxo_3;genus;specie;LSA_feb_16;LCL_feb_16;LSC_aug_16;LCT_oct_16;LCL_sep_16;LSA_oct_16;LSC_may_16;LSA_aug_16;LSC_oct_16;LCT_jul_17;LCL_nov_16;LCL_jul_17;LSA_may_17;LSC_feb_17;LCL_sep_17_F;LCL_sep_17;LCT_sep_17;LCT_sep_17_F;LSA_sep_17;LSA_sep_17_F;LSC_24_aug_17;LSC_jul_17;LSC_jul_17_F;LSC_31_aug_17;LSC_31_aug_17_F;LCL_jul_17_F;LCT_jul_17_F;LCL_may_17;LCL_mar_17;LSC_mar_17;LCL_jan_17;LCT_mar_17;LSA_feb_17;LCL_feb_17;LCT_jan_17;LCT_feb_17;LSA_mar_17;LSC_may_17;LSA_jan_17;LSC_jan_17;LCT_may_17;LSC_mar_16;LSA_jul_17
843;Eukaryota;Stramenopiles;Ochrophyta;Urosolenia;eriensis;Chrysophyta;Urosolenia;eriensis;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
106;Eukaryota;Opisthokonta;Choanoflagellida;Sphaeroeca;leprechaunica;Choanoflagellida;Sphaeroeca;leprechaunica;0;0;3;11;0;0;0;0;9;0;0;0;0;0;0;0;2;4;0;0;438;18;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
728;Eukaryota;Stramenopiles;Ochrophyta;Chrysamoeba;tenera;Chrysophyta;Chrysamoeba;tenera;0;0;1;1;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0
540;Eukaryota;Stramenopiles;Stramenopiles;Bicosoeca;petiolata;Bicoecea;Bicosoeca;petiolata;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
388;Eukaryota;Alveolata;Ciliophora;Arcuospathidium;Arcuospathidium_uncl;Ciliophora;Arcuospathidium;Arcuospathidium_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;50;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;45;34;147;5;194;3;1;18;6;10;43;4;82;11;9;0;5;14;1;57;22;7;7;19;1;35;0;0;0;0;38;0;10;0;0;3;0;0;8;0;6
178;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;0;0;0;0;0;1;0;0;0;146;10;0;0;0;0;0;1;3;0;0;5;17;0;5;0;0;0;0;7;0;0;6;6;0;0;0;3;1;0;0
243;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;2;2;1;52;0;5;1;2;2;21;2;7;2;1;1;7;13;5;5;0;14;5;7;1;11;0;1;5;0;0;0;0;0;0;2;0;10;3;0;1
309;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;7;0;15;1;13;0;2;0;1;11;0;0;2;12;1;0;0;0;1;4;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;6;0;0;10;11;0
394;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;4;0;0;0;77;0;0;0;0;0;0;2;0;0;0;0;3;1;2;2;2;11;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
435;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;0;1;1;0;2;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;11;4;24;0;11;0;1;0;0;4;1;0;12;4
464;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;1;1;0;0;0;0;0;0;0;0;40;8;1;0;1;0;0;1;2;0;0;0;0;0;3;0;12;0;0;0;0;0;0;0;0;0;13;1;9;0
476;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;0;0;8;0;2;0;0;0;0;81;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;2;0;0;0;23;1;0;9;0;0;6;1;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;19;0;0;10;0;0
482;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;46;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
549;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;2;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;1;0;0;0
590;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;11;3;12;0;26;1;0;1;0;0;12;0;10;7;3;0;0;1;0;28;0;2;7;0;0;1;0;0;0;0;2;0;1;0;0;1;0;0;1;0;0
605;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;0;2;35;0;0;2;0;0;4;10;0;0;1;0;0;11;5;0;0;1;0;0;0;0;1;0;0;6;0;1;1;0;0;0;0;11;0;0;0;0
613;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;3;6;2;0;0;0;0;8;1;3;0;4;21;4;0;1;0;0;1;4;2;0;0;3;2;12;0;0;0;0;0;0;0;0;0;0;0;2;19;0;0
618;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;0;0;0;0;0;0;0;0;0;0;16;2;0;0;0;0;0;1;0;12;1;0;0;17;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3
802;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;2;5;10;0;15;0;0;2;0;1;2;0;4;1;0;0;0;1;0;3;2;1;1;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
808;Eukaryota;Alveolata;Ciliophora;Askenasia;Askenasia_uncl;Ciliophora;Askenasia;Askenasia_uncl;0;0;1;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
150;Eukaryota;Alveolata;Ciliophora;Cyrtolophosis;Cyrtolophosis_uncl;Ciliophora;Cyrtolophosis;Cyrtolophosis_uncl;0;0;1;3;0;0;0;0;0;31;0;0;0;0;0;0;1;0;0;0;0;22;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;Eukaryota;Alveolata;Ciliophora;Cyrtolophosis;Cyrtolophosis_uncl;Ciliophora;Cyrtolophosis;Cyrtolophosis_uncl;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
801;Eukaryota;Alveolata;Ciliophora;Cyrtolophosis;Cyrtolophosis_uncl;Ciliophora;Cyrtolophosis;Cyrtolophosis_uncl;0;0;2;4;0;0;0;0;1;40;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;8;0;0;0;58;0;2;0;0;0;2;0;0;0;0;0;0;0;0;10;6;65;56;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0
296;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;0;0;0;0;56;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;7;0;12;0;0;0;0;0;0;0;0;0;0;0;0;119;0;15;0;0;0
333;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;12;0;0;0;72;2;4;0;0;0;2;0;0;0;0;0;0;0;0;21;14;51;22;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0
341;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;0;0;0;0;14;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;31;0;5;0;0;0
627;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;1;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;1;12;10;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0
681;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;1;0;0;14;0;2;0;0;0
692;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0
702;Eukaryota;Alveolata;Ciliophora;Didiniidae;Didiniidae_uncl;Ciliophora;Didiniidae;Didiniidae_uncl;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0
265;Eukaryota;Alveolata;Ciliophora;Epistylis;Epistylis_uncl;Ciliophora;Epistylis;Epistylis_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;175
351;Eukaryota;Alveolata;Ciliophora;Epistylis;Epistylis_uncl;Ciliophora;Epistylis;Epistylis_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216
675;Eukaryota;Alveolata;Ciliophora;Haptoria;Haptoria_uncl;Ciliophora;Haptoria;Haptoria_uncl;0;0;0;0;0;7;0;11;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;Eukaryota;Alveolata;Ciliophora;Hypotrichia;Hypotrichia_uncl;Ciliophora;Hypotrichia;Hypotrichia_uncl;0;0;16;23;37;0;4;65;7;14;38;44;6;0;115;69;2;7;42;30;50;9;4;17;11;73;6;133;0;0;26;0;8;17;0;0;0;3;3;0;15;0;21
529;Eukaryota;Alveolata;Ciliophora;Hypotrichia;Hypotrichia_uncl;Ciliophora;Hypotrichia;Hypotrichia_uncl;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;42;3;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
846;Eukaryota;Alveolata;Ciliophora;Hypotrichia;Hypotrichia_uncl;Ciliophora;Hypotrichia;Hypotrichia_uncl;0;0;5;0;18;0;0;14;0;0;0;7;0;1;0;0;0;0;9;5;1;3;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;1;0;36;3
22;Eukaryota;Alveolata;Ciliophora;Limnostrombidium;Limnostrombidium_uncl;Ciliophora;Limnostrombidium;Limnostrombidium_uncl;0;0;2;0;8;4;9;0;0;0;92;16;6;0;35;10;0;0;0;1;0;1;0;0;0;5;0;22;5;0;0;0;0;0;0;0;0;0;0;4;0;244;7
402;Eukaryota;Alveolata;Ciliophora;Limnostrombidium;Limnostrombidium_uncl;Ciliophora;Limnostrombidium;Limnostrombidium_uncl;0;0;1;0;4;1;14;0;0;0;23;14;0;3;31;13;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;6;0;199;1
192;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;3;664;156;0;0;0;0;412;961;0;0;0;0;0;0;342;184;0;0;121;0;0;262;3156;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
199;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;8;295;56;0;0;0;0;330;375;0;0;0;0;0;0;263;115;0;0;53;0;0;168;2089;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;4;0;195;0;1;205;0;289;0;0;0;0;24;0;0;4;1532;0;0;32;0;291;46;283;0;601;0;0;0;0;723;0;0;758;149;0;5;0;4;615;0;0
238;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;0;436;0;0;305;0;366;0;0;0;0;45;0;0;9;2930;0;0;61;1;500;94;474;0;1509;0;0;0;0;1646;0;0;1793;424;0;14;0;9;1404;0;0
396;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;44;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
480;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;0;145;0;0;104;0;129;0;0;0;0;9;0;0;2;996;0;1;26;0;169;33;143;0;515;0;0;0;0;530;0;0;641;139;0;3;0;6;505;0;0
537;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;1;40;13;0;0;0;0;24;73;0;0;0;0;0;0;36;13;0;0;11;0;0;44;109;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;2;0;72;0;0;101;0;107;0;0;0;0;8;0;0;0;610;0;0;16;0;124;17;116;0;219;0;1;0;0;260;0;0;326;67;0;2;0;3;247;0;0
591;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;3;134;25;0;0;0;0;146;168;0;0;0;0;0;0;96;39;0;0;23;1;0;66;781;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
614;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
624;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;204;58;0;0;0;0;140;317;0;0;0;0;0;0;125;84;0;0;48;0;0;94;909;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
682;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;0;10;0;0;6;0;13;0;0;0;0;0;0;0;2;36;0;0;1;0;15;2;6;0;38;0;0;0;0;49;0;0;28;14;0;1;0;1;30;0;0
701;Eukaryota;Alveolata;Ciliophora;Mesodinium;Mesodinium_uncl;Ciliophora;Mesodinium;Mesodinium_uncl;0;0;0;9;0;0;16;0;15;0;0;0;0;1;0;0;0;15;0;0;0;0;35;3;4;0;52;0;0;0;0;54;0;0;64;18;0;1;0;2;27;0;0
202;Eukaryota;Alveolata;Ciliophora;Myxophyllum;Myxophyllum_uncl;Ciliophora;Myxophyllum;Myxophyllum_uncl;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
142;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;0;1;0;0;109;0;11;0;0;0;42;2;0;0;0;0;0;0;0;0;0;164;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
146;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;41;0;0;0;0;2;4;0;0;0;7;0;0;0;0;0;5;2;0;57;3;57;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
261;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;0;0;0;0;61;0;3;0;0;0;19;0;0;0;0;0;0;0;0;0;0;73;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;31;0;0;0;0;2;8;0;0;0;8;0;0;0;0;0;10;2;0;24;2;26;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
426;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;81;0;0;0;0;6;15;1;0;0;20;0;0;0;0;0;12;3;0;115;4;116;168;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;21
434;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;0;0;0;0;36;0;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;34;35;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
492;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;0;0;0;0;29;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;32;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
667;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
685;Eukaryota;Alveolata;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;Ciliophora;Pseudoholophrya;Pseudoholophrya_uncl;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;Eukaryota;Alveolata;Ciliophora;Rimostrombidium;Rimostrombidium_uncl;Ciliophora;Rimostrombidium;Rimostrombidium_uncl;0;0;18;11;14;1;45;0;1;18;19;20;0;0;72;15;0;0;0;0;18;7;0;2;2;3;0;1;0;0;0;0;2;0;0;0;0;42;68;0;25;0;0
797;Eukaryota;Alveolata;Ciliophora;Scuticociliatia;Scuticociliatia_uncl;Ciliophora;Scuticociliatia;Scuticociliatia_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0
478;Eukaryota;Alveolata;Ciliophora;Sessilida;Sessilida_uncl;Ciliophora;Sessilida;Sessilida_uncl;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;44;5;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
795;Eukaryota;Alveolata;Ciliophora;Sessilida;Sessilida_uncl;Ciliophora;Sessilida;Sessilida_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
601;Eukaryota;Alveolata;Ciliophora;Stentor;Stentor_uncl;Ciliophora;Stentor;Stentor_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
100;Eukaryota;Alveolata;Ciliophora;Tintinnidium;Tintinnidium_uncl;Ciliophora;Tintinnidium;Tintinnidium_uncl;0;0;0;0;0;0;55;0;3;0;0;0;0;56;0;0;0;0;0;0;1;8;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;18;0;42;0;0;0
361;Eukaryota;Alveolata;Ciliophora;Tintinnidium;Tintinnidium_uncl;Ciliophora;Tintinnidium;Tintinnidium_uncl;0;0;2;0;0;0;39;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;18;3;7;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
790;Eukaryota;Alveolata;Ciliophora;Uroleptus;Uroleptus_uncl;Ciliophora;Uroleptus;Uroleptus_uncl;0;0;0;5;0;0;38;0;0;13;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
128;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0
149;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;1;0;0;40;3;0;0;0;0;2;7;0;0;0;0;0;0;0;1;2;15;1;0;0;1;0;117;0;21;0;0;0;5;0;7;0;0;0;56;0
175;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;0
200;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;79;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;61;9;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;6;0
293;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;265;0
415;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;17;0;0;1;18;1;4;2;0;0;0;0;0;0;0;0;10;5;1;20;7;16;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1
418;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0
804;Eukaryota;Alveolata;Ciliophora;Urotricha;Urotricha_uncl;Ciliophora;Urotricha;Urotricha_uncl;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
37;Eukaryota;Alveolata;Ciliophora;Vorticella;Vorticella_uncl;Ciliophora;Vorticella;Vorticella_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;242;0;0;0;0;0;0;6;0;258;2;45;0;0;0;0;20;0;0;0;0;0;0;0;0;0;135;0;0;0
384;Eukaryota;Alveolata;Ciliophora;Vorticella;Vorticella_uncl;Ciliophora;Vorticella;Vorticella_uncl;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;7;3;2;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;Eukaryota;Alveolata;Dinoflagellata;Ceratium;Ceratium_uncl;Dinoflagellata;Ceratium;Ceratium_uncl;0;0;6;0;2;0;2;19;0;4;0;0;2;0;57;25;0;0;34;9;7;8;9;11;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
67;Eukaryota;Alveolata;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;0;0;0;0;0;4;6;433;0;0;0;0;0;0;0;0;0;0;448;139;0;0;0;0;0;0;2;0;2;0;0;3;0;0;0;0;0;1;0;0;2;63;143
302;Eukaryota;Alveolata;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;29;0;0
646;Eukaryota;Alveolata;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;0;0;0;0;0;1;0;128;0;0;0;0;0;0;0;0;0;0;97;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;40
724;Eukaryota;Alveolata;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;Dinoflagellata;Gymnodinium;Gymnodinium_uncl;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
