OTU;taxo_1;taxo_2;taxo_3;genus;specie;taxo_3;genus;specie;LSA_feb_16;LCL_feb_16;LSC_aug_16;LCT_oct_16;LCL_sep_16;LSA_oct_16;LSC_may_16;LSA_aug_16;LSC_oct_16;LCT_jul_17;LCL_nov_16;LCL_jul_17;LSA_may_17;LSC_feb_17;LCL_sep_17_F;LCL_sep_17;LCT_sep_17;LCT_sep_17_F;LSA_sep_17;LSA_sep_17_F;LSC_24_aug_17;LSC_jul_17;LSC_jul_17_F;LSC_31_aug_17;LSC_31_aug_17_F;LCL_jul_17_F;LCT_jul_17_F;LCL_may_17;LCL_mar_17;LSC_mar_17;LCL_jan_17;LCT_mar_17;LSA_feb_17;LCL_feb_17;LCT_jan_17;LCT_feb_17;LSA_mar_17;LSC_may_17;LSA_jan_17;LSC_jan_17;LCT_may_17;LSC_mar_16;LSA_jul_17
321;Eukaryota;Alveolata;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;196;0;0;0;11;0;1;0;0;10;0
354;Eukaryota;Alveolata;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460;Eukaryota;Alveolata;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
516;Eukaryota;Alveolata;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;0;0;1;0;16;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;Eukaryota;Alveolata;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
814;Eukaryota;Alveolata;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;Dinoflagellata;Prorocentrum;Prorocentrum_uncl;2;0;0;0;1;0;3;4;0;0;0;1;0;0;1;0;2;0;6;15;0;2;1;0;0;10;2;0;0;5;0;0;0;0;0;1;0;2;0;1;0;4;0
550;Eukaryota;Hacrobia;Centroheliozoa;Pterocystis;Pterocystis_uncl;Centroheliozoa;Pterocystis;Pterocystis_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
751;Eukaryota;Hacrobia;Centroheliozoa;Raphidiophrys;Raphidiophrys_uncl;Centroheliozoa;Raphidiophrys;Raphidiophrys_uncl;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;4;53;0;0;9;0;2;4;0;0;133;0;1;4;131;1;0;0;0;0;2;0;10;0;0;755;0;16;1069;0;1881;0;8;61;0;0;234;5;1;1;1;7;0
145;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;0;1;0;0;12;0;0;1;13;0;0;0;0;0;0;0;4;0;0;18;0;2;11;0;31;0;2;8;0;0;7;1;0;2;0;0;0
244;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;297;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99
284;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;85;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
327;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;1;0;0;0;0;0;1;0;0;16;0;0;1;14;0;0;0;0;0;0;0;2;0;0;94;0;4;123;1;122;0;4;14;0;0;50;1;1;2;0;1;0
463;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;52;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
475;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;10;21;0;0;5;0;7;1;0;0;0;3;12;0;4;2;0;0;7;3;8;0;2;0;3;0;0;0;0;0;0;0;2;4;0;2;0;0;1;0;0
579;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;1;7;12;0;5;0;1;0;1;5;0;0;14;0;0;3;0;0;1;0;0;4;6;10;3;0;0;0;0;0;0;0;0;0;0;3;0;0;28;0;0
674;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;1;1;0;0;1;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
776;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;0;16;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
780;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;25;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
835;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;1;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;45;0;3;9;0;40;0;0;0;0;0;7;0;0;0;0;0;0
836;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;1;0;0;0;14;0;0;0;3;0;0;0;0;0;0;0;0;0;0;41;0;0;57;0;11;0;0;0;0;0;0;0;0;0;0;0;0
838;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;10;0;0;12;0;18;0;0;2;0;0;3;0;0;0;0;0;0
839;Eukaryota;Hacrobia;Cryptophyta;Cryptomonas;Cryptomonas_uncl;Cryptophyta;Cryptomonas;Cryptomonas_uncl;1;4;0;0;2;0;0;0;0;0;24;0;0;0;17;0;0;0;0;0;1;0;0;0;0;59;0;0;62;0;157;0;3;2;0;0;32;0;0;2;0;0;0
93;Eukaryota;Hacrobia;Cryptophyta;Plagioselmis;Plagioselmis_uncl;Cryptophyta;Plagioselmis;Plagioselmis_uncl;34;2;0;0;23;20;0;46;0;0;12;114;9;0;23;73;0;0;18;1;0;0;0;0;0;74;0;6;0;0;52;0;89;2;0;0;5;0;282;0;0;5;1
29;Eukaryota;Hacrobia;Haptophyta;Diacronema;Diacronema_uncl;Haptophyta;Diacronema;Diacronema_uncl;0;0;0;0;244;0;0;0;0;0;6;48;0;0;91;91;0;0;0;0;0;0;0;1;0;20;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
320;Eukaryota;Hacrobia;Haptophyta;Diacronema;Diacronema_uncl;Haptophyta;Diacronema;Diacronema_uncl;0;0;1;3;0;0;41;0;1;1;0;0;0;2;0;0;3;52;0;0;0;0;0;0;0;0;45;0;1;0;0;2;0;0;3;0;0;3;0;0;5;0;0
356;Eukaryota;Hacrobia;Haptophyta;Diacronema;Diacronema_uncl;Haptophyta;Diacronema;Diacronema_uncl;0;0;0;0;315;0;0;0;0;0;9;49;0;0;87;124;0;0;0;0;0;0;0;0;0;20;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
734;Eukaryota;Hacrobia;Haptophyta;Diacronema;Diacronema_uncl;Haptophyta;Diacronema;Diacronema_uncl;0;0;0;0;72;0;0;0;0;0;3;14;0;0;26;24;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
749;Eukaryota;Opisthokonta;Choanoflagellida;Salpingoeca;fusiformis;Choanoflagellida;Salpingoeca;fusiformis;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;19;2;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;Eukaryota;Opisthokonta;Fungi;Cryptomycotina;Cryptomycotina_uncl;Fungi;Cryptomycotina;Cryptomycotina_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
683;Eukaryota;Opisthokonta;Fungi;Cryptomycotina;Cryptomycotina_uncl;Fungi;Cryptomycotina;Cryptomycotina_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0
509;Eukaryota;Rhizaria;Cercozoa;Allapsa;Allapsa_uncl;Cercozoa;Allapsa;Allapsa_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;Eukaryota;Rhizaria;Cercozoa;Spongomonas;Spongomonas_uncl;Cercozoa;Spongomonas;Spongomonas_uncl;0;0;2;18;0;0;25;53;0;0;0;0;1;2;0;0;1;0;1;1;8;9;40;10;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
387;Eukaryota;Rhizaria;Cercozoa;Spongomonas;Spongomonas_uncl;Cercozoa;Spongomonas;Spongomonas_uncl;0;0;2;2;0;0;90;0;0;0;0;0;0;0;0;0;3;0;0;0;6;9;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
437;Eukaryota;Rhizaria;Cercozoa;Spongomonas;Spongomonas_uncl;Cercozoa;Spongomonas;Spongomonas_uncl;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;10;1;17;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
561;Eukaryota;Rhizaria;Cercozoa;Spongomonas;Spongomonas_uncl;Cercozoa;Spongomonas;Spongomonas_uncl;0;0;2;1;0;0;97;1;0;0;0;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
710;Eukaryota;Stramenopiles;Ochrophyta;Chrysosaccus;Chrysosaccus_uncl;Chrysophyta;Chrysosaccus;Chrysosaccus_uncl;16;0;0;0;0;0;7;0;0;0;5;1;1;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;2;2;11;0;0;0;3;2;1;0;0;0;0
95;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;4;1;0;0;311;0;2;6;0;0;0;0;0;0;1;0;0;0;0;6;6;12;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
152;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;3;0;1;0;2;0;5;59;1;28;0;0;9;30;0;0;0;0;6;13;0;18;9;26;1;1;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0
182;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;6;3;0;0;0;0;32;42;0;0;0;0;0;0;1;91;0;0;12;7;13;118;29;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;3;2;0;0;0;0;32;25;0;0;0;0;0;0;0;52;0;0;8;10;11;75;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
422;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;0;0;23;0;0;0;0;0;6;11;0;0;12;5;0;0;0;0;0;0;0;0;0;62;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;1;0;0;0;0;0;18;4;0;0;0;0;0;0;2;6;0;0;1;4;2;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;1;0;0;27;0;0;0;12;0
718;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;2;0;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
772;Eukaryota;Stramenopiles;Ochrophyta;Chrysosphaerella;Chrysosphaerella_uncl;Chrysophyta;Chrysosphaerella;Chrysosphaerella_uncl;0;1;1;0;0;0;0;0;2;6;0;0;0;0;0;0;0;2;0;0;1;0;4;30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;Eukaryota;Stramenopiles;Ochrophyta;Dinobryon;Dinobryon_uncl;Chrysophyta;Dinobryon;Dinobryon_uncl;0;0;13;9;0;0;288;0;8;74;0;22;0;0;0;1;20;1;0;0;30;8;4;64;32;0;2;8;0;0;0;0;0;0;4;0;0;15;1;0;86;0;0
274;Eukaryota;Stramenopiles;Ochrophyta;Dinobryon;Dinobryon_uncl;Chrysophyta;Dinobryon;Dinobryon_uncl;0;0;0;2;0;0;94;0;11;16;0;0;0;0;0;0;25;0;0;0;0;4;1;9;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;0;0
363;Eukaryota;Stramenopiles;Ochrophyta;Dinobryon;Dinobryon_uncl;Chrysophyta;Dinobryon;Dinobryon_uncl;0;0;0;2;0;0;24;0;0;11;0;0;0;0;0;0;0;0;0;0;12;2;12;17;10;0;2;0;0;0;0;1;0;0;1;0;0;1;0;0;12;0;0
532;Eukaryota;Stramenopiles;Ochrophyta;Dinobryon;Dinobryon_uncl;Chrysophyta;Dinobryon;Dinobryon_uncl;0;0;7;0;18;0;0;0;1;0;0;7;0;0;46;9;0;0;0;0;17;0;13;27;10;1;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
636;Eukaryota;Stramenopiles;Ochrophyta;Dinobryon;Dinobryon_uncl;Chrysophyta;Dinobryon;Dinobryon_uncl;0;0;2;0;9;0;0;0;1;0;0;3;0;0;15;5;0;0;0;0;7;1;1;14;5;0;0;29;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
766;Eukaryota;Stramenopiles;Ochrophyta;Dinobryon;Dinobryon_uncl;Chrysophyta;Dinobryon;Dinobryon_uncl;0;0;13;6;0;0;51;0;4;19;0;2;0;0;0;0;17;0;0;0;8;4;3;22;13;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;23;0;0
62;Eukaryota;Stramenopiles;Ochrophyta;Mallomonas;Mallomonas_uncl;Chrysophyta;Mallomonas;Mallomonas_uncl;0;0;8;0;0;2;4;0;0;0;57;1;0;0;5;1;1;0;3;1;2;1;15;2;4;116;4;33;1;0;0;14;0;0;12;4;0;2;0;4;3;0;5
94;Eukaryota;Stramenopiles;Ochrophyta;Mallomonas;Mallomonas_uncl;Chrysophyta;Mallomonas;Mallomonas_uncl;0;0;0;0;16;6;0;0;0;0;0;2;0;5;0;21;0;0;11;3;0;0;0;0;0;0;97;18;0;0;0;24;0;0;4;3;2;0;2;0;0;1;0
186;Eukaryota;Stramenopiles;Ochrophyta;Mallomonas;Mallomonas_uncl;Chrysophyta;Mallomonas;Mallomonas_uncl;0;0;2;1;7;0;172;0;9;1;2;15;0;0;1;10;12;2;0;0;1;8;2;1;1;1;0;15;0;0;0;0;0;0;0;0;0;12;0;0;17;0;0
187;Eukaryota;Stramenopiles;Ochrophyta;Mallomonas;Mallomonas_uncl;Chrysophyta;Mallomonas;Mallomonas_uncl;0;0;12;4;1;1;17;0;2;0;34;2;0;0;9;0;2;0;2;0;1;3;17;8;7;19;6;47;3;0;0;23;0;0;8;1;0;2;0;2;4;0;9
368;Eukaryota;Stramenopiles;Ochrophyta;Mallomonas;Mallomonas_uncl;Chrysophyta;Mallomonas;Mallomonas_uncl;0;0;8;3;0;2;19;2;0;0;24;2;0;1;6;1;1;1;4;11;3;6;13;5;7;17;8;18;0;0;0;14;0;0;9;5;0;2;0;2;5;0;39
414;Eukaryota;Stramenopiles;Ochrophyta;Monas;Monas_uncl;Chrysophyta;Mallomonas;Mallomonas_uncl;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;4;2;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
183;Eukaryota;Stramenopiles;Ochrophyta;Paraphysomonas;Paraphysomonas_uncl;Ochrophyta_uncl;Paraphysomonas;Paraphysomonas_uncl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17;8;7;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
184;Eukaryota;Stramenopiles;Ochrophyta;Paraphysomonas;Paraphysomonas_uncl;Ochrophyta_uncl;Paraphysomonas;Paraphysomonas_uncl;0;0;0;0;0;0;17;0;0;0;0;0;1;0;0;0;0;0;10;8;2;44;3;11;6;1;0;0;0;2;0;2;0;0;0;0;0;15;0;0;0;1;82
598;Eukaryota;Stramenopiles;Ochrophyta;Pseudopedinella;Pseudopedinella_uncl;Dictyochophyceae;Pseudopedinella;Pseudopedinella_uncl;0;0;0;3;8;0;25;0;0;0;0;1;0;0;2;3;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;7;0;1;3;0;0
755;Eukaryota;Stramenopiles;Ochrophyta;Pseudopedinella;Pseudopedinella_uncl;Dictyochophyceae;Pseudopedinella;Pseudopedinella_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;4;1;0;0;56;0;0;1;0;13;0
739;Eukaryota;Stramenopiles;Ochrophyta;Spumella;Spumella_uncl;Ochrophyta_uncl;Spumella;Spumella_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0
204;Eukaryota;Stramenopiles;Ochrophyta;Stephanodiscus;Stephanodiscus_uncl; Bacillariophyceae;Stephanodiscus;Stephanodiscus_uncl;1;0;0;0;0;3;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;7;0;176;0;0;0;4
220;Eukaryota;Stramenopiles;Ochrophyta;Synura;Synura_uncl;Chrysophyta;Synura;Synura_uncl;0;0;0;0;0;0;2;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;185;0;0;0
285;Eukaryota;Stramenopiles;Ochrophyta;Synura;Synura_uncl;Chrysophyta;Synura;Synura_uncl;0;0;1;0;0;0;3;0;0;0;10;0;0;4;3;0;0;0;0;0;2;2;5;1;11;107;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
759;Eukaryota;Stramenopiles;Ochrophyta;Synura;Synura_uncl;Chrysophyta;Synura;Synura_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;68;0;0;0
773;Eukaryota;Stramenopiles;Ochrophyta;Synura;Synura_uncl;Chrysophyta;Synura;Synura_uncl;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;42;0;0;0
120;Eukaryota;Stramenopiles;Ochrophyta;Uroglena;Uroglena_uncl;Chrysophyta;Uroglena;Uroglena_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;46;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
815;Eukaryota;Stramenopiles;Ochrophyta;Uroglena;Uroglena_uncl;Chrysophyta;Uroglena;Uroglena_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;30;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;291;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0
264;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;0;0;0;0;0;0;2;0;10;8;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
690;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
737;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;3;1;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0
830;Eukaryota;Alveolata;Alveolata;Alveolata_uncl;Alveolata_uncl;Alveolata;Alveolata_uncl;Alveolata_uncl;0;0;3;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
616;Eukaryota;Alveolata;Ciliophora;Bursariomorphida_uncl;Bursariomorphida_uncl;Ciliophora;Bursariomorphida_uncl;Bursariomorphida_uncl;0;0;27;0;0;0;12;0;0;35;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
663;Eukaryota;Alveolata;Ciliophora;Bursariomorphida_uncl;Bursariomorphida_uncl;Ciliophora;Bursariomorphida_uncl;Bursariomorphida_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;10;0
326;Eukaryota;Alveolata;Ciliophora;Choreotrichida;Choreotrichida_uncl;Ciliophora;Choreotrichida;Choreotrichida_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;3;0;0;0;0;0;0;10;0;6;0;18;0
379;Eukaryota;Alveolata;Ciliophora;Choreotrichida;Choreotrichida_uncl;Ciliophora;Choreotrichida;Choreotrichida_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;17;0;0;15;40;0;0;0;0;0;0;0;0
787;Eukaryota;Alveolata;Ciliophora;Choreotrichida;Choreotrichida_uncl;Ciliophora;Choreotrichida;Choreotrichida_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;6;0;0;0;0;0;0;0;0
18;Eukaryota;Alveolata;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;0;0;11;7;0;0;371;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
28;Eukaryota;Alveolata;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;811;0
43;Eukaryota;Alveolata;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0
298;Eukaryota;Alveolata;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;Ciliophora;Ciliophora_uncl;Ciliophora_uncl;0;0;0;0;22;19;0;1;0;0;0;29;3;0;20;53;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
