OTU;taxo1;taxo2;taxo3;taxo4;taxo5;taxo6;taxo7;taxo8;LSA_feb_16;LCL_feb_16;LSC_aug_16;LCT_oct_16;LCL_sep_16;LSA_oct_16;LSC_may_16;LSA_aug_16;LSC_oct_16;LCT_jul_17;LCL_nov_16;LCL_jul_17;LSA_may_17;LSC_feb_17;LCL_sep_17_F;LCL_sep_17;LCT_sep_17;LCT_sep_17_F;LSA_sep_17;LSA_sep_17_F;LSC_24_aug_17;LSC_jul_17;LSC_jul_17_F;LSC_31_aug_17;LSC_31_aug_17_F;LCL_jul_17_F;LCT_jul_17_F;LCL_may_17;LCL_mar_17;LSC_mar_17;LCL_jan_17;LCT_mar_17;LSA_feb_17;LCL_feb_17;LCT_jan_17;LCT_feb_17;LSA_mar_17;LSC_may_17;LSA_jan_17;LSC_jan_17;LCT_may_17;LSC_mar_16;LSA_jul_17
858;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Unclassified;Unclassified;Unclassified;Unclassified;6;25;0;0;10;0;0;0;0;0;14;0;11;0;22;2;0;0;0;0;0;0;0;0;0;11;0;0;16;0;10;0;20;36;0;0;3;0;2;0;0;0;0
264;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Unclassified;Unclassified;Unclassified;Unclassified;0;70;0;0;4;0;0;0;0;0;23;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;176;5;160;0;0;338;0;0;0;0;0;0;0;0;0
643;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;5;0;4;0;1;0;0;2;0;7;0;1;0;3;2;2;13;9;24;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
713;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Unclassified;Unclassified;Unclassified;0;0;3;5;0;27;5;14;1;0;0;0;0;0;0;0;4;0;17;21;0;2;0;1;4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
269;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
571;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;0;2;0;0;116;0;0;0;0;2;0;0;0;0;2;0;36;3;3;5;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
812;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;18;6;0;0;0;0;1;0;0;0;1;5;0;0;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;1;5;0;0;0;0;38;0;0;0;0;0;0;0;3;1;13;3;2;0;3;10;29;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
432;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;2;0;0;0;0;57;0;0;1;0;1;3;8;1;3;0;0;2;4;14;13;51;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
781;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;3;2;0;0;11;0;1;4;0;0;7;29;0;0;1;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
504;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;38;0;0;1;0;1;0;0;0;0;0;0;0;12;67;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
874;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;1;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;1;0;0;0;0;0;0;0;2;0;17;0;12;0
548;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;107;0;1;1;6;0;0;0;0;0;0;0;0;72;46;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0
414;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;75;0;0;0;0;0;0;11;0;0;0;0;0;0;1;0;3;0;58;0;0;0;0;3;0;0;0;0;0;0;0;6;0;4;0;63;0
202;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;27;0;0;0;0;0;10;2;0;0;500;293;0;0;0;0;71;0;0;11;41;2;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0
795;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;5;0;1;0;2;1;2;0;0;3;0;0;1;0;0;0;0;0;0
565;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;1;0;0;0;2;0;0;0;0;0;152;0
293;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;1;0;9;38;13;6;1;125;0;25;2;0;12;16;8;2;0;4;4;3;5;2;2;22;0;1;2;2;5;10;1;6;2;19;6;0;4;1;2;0;6;0
396;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;1;5;1;30;13;2;20;0;24;3;15;0;0;28;62;9;6;3;0;0;0;1;6;3;6;20;63;2;1;5;6;14;0;6;103;16;4;4;0;17;0;6;0
415;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;22;0;0;19;0;32;0;0;0;0;3;0;0;0;5;0;0;1;2;1;2;7;0;28;0;0;0;0;97;0;0;52;85;0;18;0;2;3;2;0
524;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;2;8;0;0;0;31;1;0;1;0;19;0;0;0;49;5;109;58;0;4;8;0;1;2;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;1;1
610;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;0;0;0;1;3;3;19;0;0;0;2;33;0;0;0;0;124;20;5;2;16;1;9;0;6;0;0;6;0;0;0;0;0;0;0;2;0;7;0;1;1
133;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;31;0;0;4;5;79;9;68;1;1;1;5;689;24;18;12;0;29;42;9;0;8;3;1;4;7;274;0;0;20;0;7;172;0;15;8;1;6;96;11;0;0;1
489;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified;Unclassified;Unclassified;0;0;6;0;0;2;4;0;43;0;0;0;0;5;0;2;0;0;11;3;1;3;8;5;18;0;1;0;0;3;1;0;0;0;0;0;0;7;0;2;0;0;2
700;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
832;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Unclassified;Unclassified;Unclassified;0;1;2;5;0;0;17;0;19;0;2;0;0;22;0;0;0;0;0;0;0;2;1;2;1;0;1;0;0;14;1;0;0;5;3;0;0;3;0;8;0;0;0
612;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Unclassified;Unclassified;Unclassified;0;1;5;7;1;0;27;0;32;1;3;0;0;3;1;0;3;21;0;0;1;1;21;2;5;1;37;8;0;0;0;1;0;0;1;0;0;45;0;3;5;1;0
706;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;2;0;4;1;0;0;77;0;2;14;7;4;0;0;1;0;0;0;0;0;0;72;3;0;5;2;5;5;0;4;0;0;1;6;0;3;0;1;1
335;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;8;12;0;0;0;1;0;0;0;0;0;0;3;2;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;155;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;136;0;1;52;305;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
766;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;9;0;0;0;0;0;41;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0
884;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;6;0;0;0;51;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;7;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
555;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;44;0;0;0;1;0;1;9;0;0;76;16;0;0;0;0;0;1;0;0;1;109;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
745;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11;Clade III;Unclassified;Unclassified;Unclassified;0;0;0;0;52;5;0;1;19;0;3;1;0;1;20;21;0;1;0;0;0;0;0;0;1;0;0;0;3;4;0;1;3;1;1;1;0;0;4;0;1;0;0
853;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11;Clade III;Unclassified;Unclassified;Unclassified;0;6;1;38;25;0;0;5;10;12;9;3;1;1;0;4;59;0;0;2;3;2;1;2;0;9;10;11;6;0;5;9;4;3;5;4;0;0;1;1;4;0;1
687;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11;Clade III;Unclassified;Unclassified;Unclassified;0;39;4;62;84;7;2;24;31;13;64;43;5;9;10;41;60;8;5;1;5;7;1;8;5;12;19;51;35;7;36;16;23;37;23;12;5;4;8;0;8;4;9
164;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11;Clade III;Unclassified;Unclassified;Unclassified;66;1743;41;3178;3795;416;28;1894;1417;329;2178;3428;203;124;2001;9414;4788;672;284;409;235;124;44;129;148;4431;1039;3072;5451;183;4271;1891;2648;4717;3090;2546;173;20;1135;39;373;149;3183
614;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11;Unclassified;Unclassified;Unclassified;Unclassified;4;129;4;176;260;21;0;157;84;23;138;195;5;13;75;259;118;26;23;23;9;6;3;3;11;113;42;174;427;16;311;115;123;475;105;118;20;1;106;3;44;26;104
173;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unclassified;Unclassified;Unclassified;0;8;100;283;146;21;369;23;20;98;54;44;7;7;9;97;35;3;0;0;3;3;0;1;7;1;4;18;2;2;3;14;0;2;37;1;2;41;1;4;7;6;1
138;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unclassified;Unclassified;Unclassified;1;0;6;0;77;48;7;525;2;0;171;92;2;0;7;49;0;0;39;42;0;0;0;0;0;13;2;92;1;1;6;0;0;7;0;0;0;1;0;0;0;8;16
435;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
752;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;4;306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
696;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;1;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;10;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0
85;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;4;0;97;5;50;0;2;0;58;156;11;0;22;81;0;0;0;0;0;0;1;0;14;62;0;627;1;0;0;0;7;0;0;0;0;410;2;0;0;2;0
28;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;1;0;1;0;1;0;3;50;0;0;1;0;0;0;0;0;1;1;5;0;1;79;0;4360;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
654;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;4;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
486;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;3;0;2;0;0;0;0;164;5;2;0;0;0;0;0;1;1;0;3;13;0;1;0;1;0;0;0;0;0;0;1;6;0;51;0;0;0
867;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;4;11;0;0;0;0;5;4;0;0;4;0;0;1;2;0;0;0;1;0
239;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;278;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;17;0;36;0;0;755;0;0;0;0;0;0;0;0;0
325;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;3;6;10;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
550;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;10;10;42;35;0;2;238;0;17;4;7;0;4;7;0;0;1;1;0;0;4;12;6;4;8;0;1;0;0;3;0;3;0;0;14;3;0;44;2;0;14;29;0
707;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;13;6;21;29;0;0;292;0;4;6;1;0;3;6;0;0;0;1;0;0;0;1;0;0;5;1;4;0;0;5;0;5;4;0;9;3;0;39;1;0;15;71;0
469;Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
100;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;Unclassified;Unclassified;Unclassified;1763;5;0;0;0;1;73;0;0;0;16;0;1;0;0;0;0;1;0;0;1;2;2;0;0;5;0;15;18;0;60;0;0;7;0;0;2;1;1;0;0;3;0
703;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;Unclassified;Unclassified;Unclassified;0;0;0;0;0;41;0;61;0;0;0;0;0;0;0;0;0;0;22;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
618;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;Unclassified;Unclassified;Unclassified;0;0;0;0;4;25;0;0;0;0;49;0;1;0;26;19;0;0;3;5;0;0;0;0;0;10;3;2;4;0;1;1;0;0;0;0;0;1;0;0;0;0;7
455;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;Unclassified;Unclassified;Unclassified;0;0;5;0;6;4;1;1;118;0;28;1;0;0;38;48;0;0;0;1;19;13;18;9;27;27;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;8
406;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;Unclassified;Unclassified;Unclassified;0;8;1;0;0;0;65;0;1;64;1;1;0;1;0;0;51;6;0;0;1;1;1;0;1;0;4;0;346;0;10;0;0;1;0;0;3;33;0;0;0;1;0
840;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;70;0;0;0;0;0;3;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
585;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;14;0;23;15;0;0;16;0;0;1;0;0;1;2;0;0;0;0;5;0;0;0;3;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
427;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;2;0;172;48;0;1;2;0;0;1;0;0;0;5;0;0;10;12;4;3;2;6;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
672;Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;Unclassified;Unclassified;Unclassified;0;0;3;13;0;0;0;0;16;14;0;0;0;0;0;0;3;0;0;0;7;23;5;13;48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
816;Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;Unclassified;Unclassified;Unclassified;0;0;16;3;0;0;0;0;8;0;0;0;0;0;0;0;5;0;0;0;10;26;7;11;17;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
688;Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;Unclassified;Unclassified;Unclassified;0;0;0;0;12;0;0;8;0;0;0;0;5;0;5;10;0;0;21;28;0;0;1;0;0;23;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
756;Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;Unclassified;Unclassified;Unclassified;0;0;3;0;7;0;0;2;11;0;0;0;0;0;8;26;0;0;0;0;1;5;2;6;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
678;Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;Unclassified;Unclassified;Unclassified;0;0;7;1;0;0;0;11;5;0;0;0;0;0;0;0;0;0;0;0;0;17;6;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
295;Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;500;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373;Bacteria;Proteobacteria;Deltaproteobacteria;PB19;Unclassified;Unclassified;Unclassified;Unclassified;0;0;42;0;0;0;0;0;335;0;0;1;0;0;0;0;0;0;0;0;6;5;4;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
829;Bacteria;Proteobacteria;Deltaproteobacteria;PB19;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;29;0;0;9;0;0;0;0;0;0;0;35;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;Bacteria;Proteobacteria;Deltaproteobacteria;PB19;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;143;2;0;1;0;0;13;0;0;0;6;68;0;0;7;37;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
170;Bacteria;Proteobacteria;Deltaproteobacteria;PB19;Unclassified;Unclassified;Unclassified;Unclassified;0;0;109;0;427;24;1;14;147;0;0;59;1;0;114;715;0;0;55;139;11;97;38;2;11;448;3;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;15
485;Bacteria;Proteobacteria;Deltaproteobacteria;PB19;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;204;28;0;6;2;0;29;0;0;0;25;199;0;0;11;21;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
487;Bacteria;Proteobacteria;Deltaproteobacteria;SAR324;marine group B;Unclassified;Unclassified;Unclassified;0;0;14;0;68;0;0;18;8;0;0;0;0;0;7;1;0;0;1;1;1;0;0;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
603;Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;154;5;0;6;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
870;Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;9;2;2;0;1;15;0;0;0;10;1;1;0;1;0;2;2;2;5;4;3;9;0;5;0;5;1;4;1;5;0;3;1;0;0;7;1;0;0;4
236;Bacteria;Proteobacteria;Gammaproteobacteria;211ds20;Unclassified;Unclassified;Unclassified;Unclassified;0;1;0;0;0;1;15;0;9;0;1;0;0;188;0;0;0;1;0;3;16;0;24;1;34;0;42;0;32;562;0;84;18;1;5;20;6;259;2;174;0;206;0
507;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;B1-7BS;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;2;0;0;0;1;0;0;128;0;1;0;3;0;0;4;0;29;0;2;0;122;0;7;22;0;7;0;1;1;0;0;2;0;19;0;2;0
542;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;2;4;2;185;0;1;5;1;0;2;28;1;0;0;1;1;17;25;1;3;0;0;0;0;1;0;0;0;0;0;62;0;0;0;0;0;86;0;0;0;0
740;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;4;1;1;0;3;30;0;1;0;4;0;2;0;0;1;0;37;0;0;18;1;2;0;1;1;6;0;18;6;12;0;1;13;0;0;20;66;0;0;6;4;0
141;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;2;1;0;0;0;44;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;7;0;5;102;0;2;2;3;0;0;12;136;0;2;0;1048;0
716;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;19;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;7;19;0;5;0;0;0;0;4;38;0;1;2;40;0
61;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;357;274;9;0;11;1;607;981;0;7;0;3;0;0;531;1;0;0;93;300;137;257;395;0;45;0;0;2;0;6;0;0;27;3;0;2;0;2;15;2;0
124;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;23;164;0;0;0;3;2;1;2;0;1;0;1;15;0;0;0;2;0;1;3;0;0;0;1;0;1;0;103;51;10;14;138;24;2;2;1192;13;2117;13;0;839;0
799;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;1;0;2;3;0;6;36;14;2;0;9;0;2;3;0;6;0;4;1;3;3;0;0;0;0;0;1;38;2;1;1;0;0;0;0;0;1;16;0;0;3;2;1
804;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;5;60;42;38;76;18;76;9;31;9;62;24;10;14;10;27;11;1;4;6;8;7;3;5;3;12;4;97;34;68;34;11;9;34;22;8;13;50;0;8;4;300;1
18;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;11;80;15;6;22;21;28;7;13;2;9;16;6;6;1;3;1;3;2;0;10;1;0;3;1;8;12;2;148;506;11;65;32;10;5;3;594;110;313;5;7;5656;1
724;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;3;8;8;8;0;17;4;4;1;1;0;0;1;20;28;0;1;0;2;8;5;4;10;1;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
882;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;1;181;84;7;7;1;8;204;179;1;4;1;0;0;1;106;0;7;6;32;113;33;78;89;0;6;0;0;0;0;2;1;0;9;1;0;2;0;0;4;0;3
497;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;5;8;6;6;43;7;61;29;15;2;39;5;5;2;2;10;4;5;4;4;5;1;2;1;4;3;1;15;3;1;4;7;0;6;2;0;0;20;0;2;2;2;3
711;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;10;74;89;169;38;7;174;6;114;15;139;50;31;23;7;25;48;0;3;3;17;28;10;7;13;13;1;197;32;85;52;23;9;29;45;14;9;113;2;3;20;319;3
