OTU;taxo1;taxo2;taxo3;taxo4;taxo5;taxo6;taxo7;taxo8;LSA_feb_16;LCL_feb_16;LSC_aug_16;LCT_oct_16;LCL_sep_16;LSA_oct_16;LSC_may_16;LSA_aug_16;LSC_oct_16;LCT_jul_17;LCL_nov_16;LCL_jul_17;LSA_may_17;LSC_feb_17;LCL_sep_17_F;LCL_sep_17;LCT_sep_17;LCT_sep_17_F;LSA_sep_17;LSA_sep_17_F;LSC_24_aug_17;LSC_jul_17;LSC_jul_17_F;LSC_31_aug_17;LSC_31_aug_17_F;LCL_jul_17_F;LCT_jul_17_F;LCL_may_17;LCL_mar_17;LSC_mar_17;LCL_jan_17;LCT_mar_17;LSA_feb_17;LCL_feb_17;LCT_jan_17;LCT_feb_17;LSA_mar_17;LSC_may_17;LSA_jan_17;LSC_jan_17;LCT_may_17;LSC_mar_16;LSA_jul_17
215;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Unclassified;Unclassified;0;7;0;1;1;6;32;0;0;0;6;0;1;2;15;53;42;10;5;12;38;12;76;3;4;9;14;148;86;33;155;54;46;64;9;200;7;6;10;4;21;5;1
365;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;Unclassified;Unclassified;9;93;10;35;33;3;131;5;9;6;71;55;22;25;1;2;1;0;2;1;0;0;0;0;0;5;0;9;0;2;15;0;2;24;2;2;0;1;1;1;2;38;1
390;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Unclassified;Unclassified;0;0;0;174;0;0;6;0;6;6;0;0;0;12;0;0;35;1;0;0;2;1;9;3;12;0;38;0;0;1;0;25;0;0;79;27;0;5;0;5;6;3;0
735;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae;Subgroup 3;Candidatus Solibacter;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;2;0;0;0;0;0;103;0;1;4;0;1;0;0;0;1;0;0;0;0;0;1;0
163;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae;Subgroup 3;Candidatus Solibacter;Unclassified;0;0;1;0;0;0;12;0;1;0;0;0;0;740;0;0;0;12;0;0;7;0;123;0;12;0;444;0;0;30;0;316;0;0;37;123;3;13;0;123;6;6;0
228;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae;Subgroup 3;Paludibaculum;Unclassified;0;0;1;1;0;345;32;21;407;1;1;0;0;10;0;1;1;0;12;15;7;0;13;4;56;0;2;1;1;0;1;0;2;1;0;0;2;6;0;0;0;0;5
721;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae;Subgroup 3;Paludibaculum;Unclassified;0;0;0;0;0;2;1;50;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
453;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae;Subgroup 3;Unclassified;Unclassified;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;8;0;0;0;0;0;0;0;0;351;0;0;1;0;19;0;0;9;8;0;0;0;0;1;0;0
850;Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfuricurvum;Unclassified;Unclassified;0;5;0;0;1;10;2;2;0;0;14;1;2;0;0;1;1;0;6;3;0;0;0;0;0;0;6;0;3;5;4;0;2;4;0;0;20;1;0;0;1;3;0
125;Bacteria;Verrucomicrobia;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;symbiont of Baikalospngia;Unclassified;Unclassified;0;0;0;218;0;0;8;0;10;61;0;0;0;65;0;0;9;363;0;0;0;0;3;0;2;0;994;0;0;33;0;684;0;0;557;527;0;16;0;11;174;17;0
227;Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;Unclassified;Unclassified;3;0;5;16;0;6;0;0;10;0;0;0;7;1;0;0;182;7;1;6;5;15;20;1;5;0;9;0;0;0;0;7;45;0;3;0;0;0;569;1;1;0;0
386;Bacteria;Acidobacteria;Subgroup 6;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;111;0;0;0;0;1;0;0;0;0;1;0;281;0;0;0;0;0;0;1;0;2;0;1;0;22;0;29;3;0;5;1;4;1;0;1;0;0;35;0;3;0
842;Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;5;0;0;1;1;2;0;2;0;0;0;0;6;6;2;0;1;3;6;7;1;3;0;10;4;2;0;3;2;0;9;2;0;1;0;6;0;0;0;0
772;Bacteria;Actinobacteria;Acidimicrobiia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
314;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Unclassified;Unclassified;Unclassified;0;3;10;0;5;0;122;0;21;0;1;3;0;0;3;30;0;0;1;2;8;1;1;0;11;6;0;3;2;14;1;0;2;1;3;4;1;31;0;1;3;40;0
134;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Unclassified;Unclassified;Unclassified;4;42;40;243;36;6;707;6;150;106;115;29;2;93;30;209;131;281;10;7;76;41;50;5;100;56;106;442;57;233;98;116;6;108;322;185;4;545;1;44;225;373;5
103;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Unclassified;Unclassified;Unclassified;9;36;11;14;10;24;90;11;142;0;31;4;37;172;15;19;2;154;52;33;20;4;29;3;72;53;168;47;43;139;37;66;162;63;83;105;33;179;74;53;14;255;13
397;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Unclassified;Unclassified;Unclassified;11;166;74;172;47;42;346;31;154;63;267;49;25;24;111;292;78;82;108;72;43;26;17;4;94;147;31;452;74;83;127;26;83;218;120;85;24;226;50;8;111;251;32
377;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Unclassified;Unclassified;Unclassified;0;3;5;23;0;1;227;0;35;3;8;0;0;1;8;16;17;8;0;0;14;4;5;2;3;9;3;59;3;16;2;1;0;4;8;2;2;256;0;1;9;41;0
520;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Unclassified;Unclassified;Unclassified;1;4;2;0;21;0;110;8;14;0;13;2;0;0;2;34;0;0;1;0;16;2;1;2;7;6;0;131;8;6;7;0;0;9;0;0;0;101;0;1;0;7;5
631;Bacteria;Actinobacteria;Actinobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;1;15;2;0;5;0;0;1;0;1;4;0;0;1;1;34;1;0;0;0;1;2;3;8;5;33;2;8;3;1;3;0;0;7;3;2;0;1;0;2;0;3;0
736;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;1;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;3;0;0;0;0;0;2;0;2;0;5;0
333;Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;100;0;0;0;0;0;1;38;0;0;6;47;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
838;Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;6;12;15;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
498;Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Unclassified;Unclassified;Unclassified;0;0;0;61;1;0;2;0;0;67;0;1;0;0;0;0;67;27;0;0;2;7;2;0;3;0;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
277;Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;1030;0;0;1;0;0;2;407;0;0;206;1182;0;0;0;0;0;0;0;0;0;30;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Unclassified;Unclassified;Unclassified;0;0;46;239;0;0;6;0;14;38;0;0;0;0;0;0;50;0;0;0;16;13;9;0;2;0;0;0;0;0;0;3;0;0;5;1;0;0;0;0;0;0;0
680;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;37-13;Unclassified;Unclassified;Unclassified;0;3;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;4;4;49;2;5;3;0;14;5;0;0;1;0;1;0;0;0
875;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;37-13;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;19;0;0;14;3;0;0;0;0;3;0;0
802;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;37-13;Unclassified;Unclassified;Unclassified;0;0;0;0;0;1;0;97;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;4;0;0;0;1
570;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;0;16;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;4;1;5;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
660;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;0;6;0;0;5;0;1;27;0;3;18;0;0;9;30;0;0;25;21;18;2;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
641;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;19;0;0;3;0;0;0;18;131;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;6;0;1;0;0;2;0;0;1;1;0;0;0;0;0
578;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;0;1;30;0;0;167;0;0;2;0;0;0;0;0;0;6;1;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;3;0;35;0;0;1;2;0
588;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;4;119;6;0;1;23;4;0;0;0;9;0;6;15;0;0;0;2;24;13;0;0;0;0;1;3;9;0;0;1;8;5;7;6;54;10;3;0;1;0;0;0;0
503;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;14;18;1;0;0;0;68;0;2;0;4;1;3;10;4;0;0;2;0;1;6;6;17;1;9;1;36;1;14;47;3;13;6;8;32;25;12;71;0;3;2;74;0
226;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;0;6;108;0;0;342;0;23;5;0;0;0;0;0;0;55;9;0;0;0;9;15;3;27;0;32;0;1;1;0;81;0;0;97;149;0;283;0;0;0;0;0
456;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;0;11;0;65;0;0;29;38;0;28;42;0;1;19;22;0;84;11;6;6;1;3;0;16;44;26;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;12
770;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
180;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospraceae;Unclassified;Unclassified;Unclassified;6;4;0;0;0;0;3;0;0;0;58;0;1030;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;144;0;1;74;0;0;0;0;2;0;0;0;0
638;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
166;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospraceae;Unclassified;Unclassified;Unclassified;0;0;1;1;0;903;0;689;0;0;0;0;0;0;0;0;0;1;55;74;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;82
602;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;10;1;0;0;3;1;3;0;1;1;0;0;0;0;4;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
820;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;71;0;0;0;0;0;14;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
616;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Unclassified;Unclassified;Unclassified;Unclassified;0;55;0;17;0;0;3;0;3;2;28;0;0;10;1;0;0;1;0;0;1;0;6;0;1;1;10;0;2;1;3;13;0;7;10;3;0;2;0;1;6;1;0
559;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;Unclassified;Unclassified;Unclassified;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;10;116;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
604;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;1;34;0;3;0;0;0;0;37;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;9;0;2;0;0;0;0;6;58;0;16;1;2;0
463;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
709;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;77;14;34;6;2;13;22;0;0;15;0;0;0;1;0;0;0;0;1;2;0;9;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0
626;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Unclassified;Unclassified;Unclassified;Unclassified;1;0;24;48;1;0;3;0;9;14;0;3;0;1;1;1;7;1;1;1;0;0;1;7;24;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;9;0;0
727;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Unclassified;Unclassified;Unclassified;2;0;0;0;0;10;0;0;0;0;1;0;1;11;0;0;0;0;0;0;0;0;4;0;0;0;10;0;0;1;0;8;3;0;29;7;3;1;23;14;0;0;0
741;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;4;4;0;60;0;0;15;0;30;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
572;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Unclassified;Unclassified;Unclassified;10;0;0;0;1;9;0;208;0;0;6;0;3;0;6;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
669;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;0;0;0;0;0;17;0;72;0;0;4;5;0;0;3;5;0;0;10;11;0;0;0;0;0;41;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;0;0;171;6;72;26;0;209;22;0;0;5;0;0;0;0;8;0;12;13;5;8;6;14;17;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
145;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;0;121;19;14;47;43;488;92;405;0;181;52;0;16;48;302;3;8;0;0;29;4;3;10;40;86;4;663;6;0;28;0;0;10;0;0;0;33;0;6;3;3;7
465;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;1;1;0;0;1;184;0;33;0;0;0;0;5;0;0;0;0;0;10;12;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;3;0;42;0;0;0;11
746;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;0;0;0;0;2;171;0;27;0;0;1;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
500;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;0;0;4;0;8;3;0;51;4;0;0;95;0;1;5;36;0;0;20;13;1;2;1;1;6;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
289;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;Unclassified;Unclassified;Unclassified;0;0;3;0;473;2;0;124;16;0;0;4;0;0;0;0;0;0;10;5;4;10;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
785;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;AKYH767;Unclassified;Unclassified;Unclassified;0;0;0;0;142;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;AKYH767;Unclassified;Unclassified;Unclassified;0;0;54;0;39;1;1;0;44;0;9;15;0;25;6;10;0;2;7;7;4;10;8;1;5;1;0;3;0;0;0;0;0;1;0;0;0;4;0;0;0;0;5
490;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;AKYH767;Unclassified;Unclassified;Unclassified;0;0;0;0;300;9;0;25;0;0;4;2;0;0;3;4;0;0;8;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
127;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;31;2;9;20;4;0;201;0;23;0;4;3;1;14;0;0;0;2;0;1;6;2;3;2;9;78;32;31;131;240;1;0;2;6;5;1;6;7;84;4;0;190;0
283;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;0;1;15;0;0;0;4;0;31;0;8;0;142;7;38;7;0;0;0;0;6;3;2;4;39;4;0;5;64;13;88;0;0;216;0;0;5;15;0;1;0;19;0
300;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;182;0;0;0;0;1;4;0;0;0;13;0;8;4;1;0;0;0;16;11;0;0;0;0;0;2;247;15;8;3;35;5;4;10;9;9;2;2;584;3;0;1;0
108;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;0;313;3;1;0;0;12;0;45;0;33;1;0;124;44;0;2;4;0;1;6;23;149;8;61;8;117;2;541;21;40;43;0;448;563;142;3;8;1;120;0;21;0
247;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;89;1;0;0;0;7;12;0;4;0;1;0;5;26;0;1;0;0;0;0;0;0;8;0;0;0;27;0;25;51;4;182;2;39;158;186;16;5;0;2;0;331;0
356;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;4;0;0;0;0;115;1;35;0;0;0;0;0;1;0;0;0;19;21;19;1;0;0;0;1;0;385;0;0;3;1;5;0;0;7;2;0;13;0;0;0;1;1
426;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;0;13;0;0;70;15;0;34;14;0;34;20;18;13;2;3;0;0;3;0;0;0;0;0;0;19;0;97;25;0;0;0;31;5;0;0;0;1;19;2;0;0;12
505;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;envOPS 17;Unclassified;Unclassified;Unclassified;0;0;0;0;0;179;0;25;1;0;0;0;3;0;1;0;0;0;53;33;2;0;3;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
749;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;KD3-93;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;4;0;44;0;0;0;0;14;0;0;0;0;0;0;4;0;4;3;46;0;11;0;0;0;0;3;0;0;7;2;0;6;0;0;0;0;0
242;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;KD3-93;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;912;0;0;0;0;4;0;0;11;6;0;1;0;0;0;0;0
337;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;KD3-93;Unclassified;Unclassified;Unclassified;0;25;6;0;0;0;6;0;2;0;202;0;0;46;6;0;0;5;0;0;4;0;11;1;12;0;295;0;5;5;2;70;18;3;14;12;10;2;13;11;0;4;0
79;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;LiUU-11-161;Unclassified;Unclassified;Unclassified;0;0;41;1163;5;0;75;0;75;64;2;5;0;0;0;0;0;0;0;0;9;3;2;17;120;8;2;1;1;0;0;0;0;0;3;0;0;4;0;0;0;0;0
179;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;LiUU-11-161;Unclassified;Unclassified;Unclassified;45;5;10;89;92;2;57;2;51;212;9;16;0;101;4;4;40;1;1;9;2;0;7;10;27;15;4;129;16;0;13;15;141;14;5;1;0;9;115;1;0;2;1
446;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;LiUU-11-161;Unclassified;Unclassified;Unclassified;0;0;3;0;168;8;0;119;4;0;0;180;0;0;0;0;0;0;4;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
467;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;Unclassified;Unclassified;Unclassified;0;0;87;0;1;0;0;0;0;0;0;85;0;0;1;2;0;0;5;8;8;35;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
793;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;5;0;0;0;0;0
160;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;Unclassified;Unclassified;Unclassified;0;197;10;1;12;2;19;0;5;1;1799;4;0;1;5;3;1;1;3;2;7;1;0;1;2;12;3;345;69;2;1122;1;1;306;1;0;1;6;0;1;0;2;0
196;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;Unclassified;Unclassified;Unclassified;0;0;21;0;30;0;36;0;60;0;3;22;0;11;142;200;0;7;0;0;130;9;8;2;71;16;24;131;67;9;23;30;1;175;102;18;0;28;0;5;0;5;0
515;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;Unclassified;Unclassified;Unclassified;11;1;0;0;23;1;4;2;0;0;24;20;0;6;23;106;0;0;0;0;2;0;0;0;1;4;0;20;18;1;38;0;12;145;0;0;0;3;29;2;0;2;1
636;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;Unclassified;Unclassified;Unclassified;0;0;0;0;0;15;0;26;0;0;14;0;1;0;4;0;0;0;53;40;3;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
457;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;ST-12K33;Unclassified;Unclassified;Unclassified;0;0;29;8;0;0;0;0;5;0;0;237;0;0;2;22;1;0;0;0;4;1;4;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
607;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;39;0;1;0;0;66;0;0;3;0;8;0;6;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;20;0;0;0;0;0;121;0;0;0;0
712;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;44;0;0;2;0;2;4;0;0;0;1;0;0;20;1;0;0;0;0;1;3;3;0;2;0;0;1;0;5;0;0;3;0;0;0;0;0;0;0;0
305;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;58;0;0;0;0;0;0;373;0;0;0;0;0;0;1;0;65;4;67;0;0;0;0;8;0;0;0;0;0;0;0;12;0;20;0;1;1
488;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
759;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
